date,weekday,hour,weather,is_weekend,event,has_event,holiday,covers,total_sales,top_dish,dish_orders
2025-02-21,friday,20,clear,true,none,false,false,18,774,salmon_bowl,3
2025-02-21,friday,21,clear,true,none,false,false,9,441,salmon_bowl,2
2025-02-21,friday,22,clear,true,none,false,false,3,168,salmon_bowl,1
2025-02-21,friday,23,clear,true,none,false,false,1,53,roast_chicken,1
2025-02-22,saturday,10,clear,true,none,false,false,4,212,roast_chicken,1
2025-02-22,saturday,11,clear,true,none,false,false,7,294,roast_chicken,2
2025-02-22,saturday,12,clear,true,none,false,false,13,624,salmon_bowl,2
2025-02-22,saturday,13,clear,true,none,false,false,13,546,salmon_bowl,2
2025-02-22,saturday,14,clear,true,none,false,false,9,360,caesar_salad,1
2025-02-22,saturday,15,clear,true,none,false,false,5,205,beef_burger,1
2025-02-22,saturday,16,clear,true,none,false,false,5,255,caesar_salad,1
2025-02-22,saturday,17,clear,true,none,false,false,12,516,veggie_pasta,3
2025-02-22,saturday,18,clear,true,none,false,false,18,1026,caesar_salad,3
2025-02-22,saturday,19,clear,true,none,false,false,19,817,veggie_pasta,4
2025-02-22,saturday,20,clear,true,none,false,false,19,817,beef_burger,5
2025-02-22,saturday,21,clear,true,none,false,false,12,600,caesar_salad,2
2025-02-22,saturday,22,clear,true,none,false,false,4,172,veggie_pasta,1
2025-02-22,saturday,23,clear,true,none,false,false,2,90,caesar_salad,1
2025-02-23,sunday,10,clear,true,none,false,false,2,96,beef_burger,1
2025-02-23,sunday,11,clear,true,none,false,false,5,290,roast_chicken,1
2025-02-23,sunday,12,clear,true,none,false,false,11,484,roast_chicken,3
2025-02-23,sunday,13,clear,true,none,false,false,10,410,roast_chicken,3
2025-02-23,sunday,14,clear,true,none,false,false,6,306,beef_burger,2
2025-02-23,sunday,15,clear,true,none,false,false,4,200,veggie_pasta,1
2025-02-23,sunday,16,clear,true,none,false,false,4,224,salmon_bowl,1
2025-02-23,sunday,17,clear,true,none,false,false,9,360,roast_chicken,3
2025-02-23,sunday,18,clear,true,none,false,false,12,552,roast_chicken,4
2025-02-23,sunday,19,clear,true,none,false,false,14,700,roast_chicken,3
2025-02-23,sunday,20,clear,true,none,false,false,12,480,caesar_salad,2
2025-02-23,sunday,21,clear,true,none,false,false,9,342,caesar_salad,1
2025-02-23,sunday,22,clear,true,none,false,false,3,153,veggie_pasta,1
2025-02-23,sunday,23,clear,true,none,false,false,1,44,roast_chicken,1
2025-02-24,monday,10,rain,false,sports,true,false,2,82,beef_burger,1
2025-02-24,monday,11,rain,false,sports,true,false,3,126,salmon_bowl,1
2025-02-24,monday,12,rain,false,sports,true,false,6,348,roast_chicken,2
2025-02-24,monday,13,rain,false,sports,true,false,6,258,roast_chicken,2
2025-02-24,monday,14,rain,false,sports,true,false,5,205,beef_burger,1
2025-02-24,monday,15,rain,false,sports,true,false,2,92,veggie_pasta,1
2025-02-24,monday,16,rain,false,sports,true,false,3,150,roast_chicken,1
2025-02-24,monday,17,rain,false,sports,true,false,5,260,beef_burger,1
2025-02-24,monday,18,rain,false,sports,true,false,10,420,veggie_pasta,2
2025-02-24,monday,19,rain,false,sports,true,false,11,539,roast_chicken,3
2025-02-24,monday,20,rain,false,sports,true,false,9,405,salmon_bowl,2
2025-02-24,monday,21,rain,false,sports,true,false,6,306,salmon_bowl,1
2025-02-24,monday,22,rain,false,sports,true,false,2,112,caesar_salad,1
2025-02-24,monday,23,rain,false,sports,true,false,1,39,roast_chicken,1
2025-02-25,tuesday,10,hot,false,concert,true,false,3,156,roast_chicken,1
2025-02-25,tuesday,11,hot,false,concert,true,false,5,220,caesar_salad,1
2025-02-25,tuesday,12,hot,false,concert,true,false,11,561,caesar_salad,1
2025-02-25,tuesday,13,hot,false,concert,true,false,12,684,roast_chicken,3
2025-02-25,tuesday,14,hot,false,concert,true,false,7,280,caesar_salad,1
2025-02-25,tuesday,15,hot,false,concert,true,false,4,184,veggie_pasta,1
2025-02-25,tuesday,16,hot,false,concert,true,false,5,285,roast_chicken,1
2025-02-25,tuesday,17,hot,false,concert,true,false,9,378,roast_chicken,2
2025-02-25,tuesday,18,hot,false,concert,true,false,14,574,salmon_bowl,3
2025-02-25,tuesday,19,hot,false,concert,true,false,16,752,roast_chicken,5
2025-02-25,tuesday,20,hot,false,concert,true,false,15,690,caesar_salad,2
2025-02-25,tuesday,21,hot,false,concert,true,false,8,312,veggie_pasta,1
2025-02-25,tuesday,22,hot,false,concert,true,false,3,150,veggie_pasta,1
2025-02-25,tuesday,23,hot,false,concert,true,false,1,45,beef_burger,1
2025-02-26,wednesday,10,clear,false,none,false,false,2,94,salmon_bowl,1
2025-02-26,wednesday,11,clear,false,none,false,false,4,164,salmon_bowl,1
2025-02-26,wednesday,12,clear,false,none,false,false,9,468,beef_burger,2
2025-02-26,wednesday,13,clear,false,none,false,false,9,513,salmon_bowl,2
2025-02-26,wednesday,14,clear,false,none,false,false,5,255,roast_chicken,1
2025-02-26,wednesday,15,clear,false,none,false,false,3,117,caesar_salad,1
2025-02-26,wednesday,16,clear,false,none,false,false,3,162,beef_burger,1
2025-02-26,wednesday,17,clear,false,none,false,false,7,392,veggie_pasta,1
2025-02-26,wednesday,18,clear,false,none,false,false,10,390,salmon_bowl,2
2025-02-26,wednesday,19,clear,false,none,false,false,14,616,caesar_salad,2
2025-02-26,wednesday,20,clear,false,none,false,false,12,696,veggie_pasta,3
2025-02-26,wednesday,21,clear,false,none,false,false,7,371,roast_chicken,2
2025-02-26,wednesday,22,clear,false,none,false,false,2,112,caesar_salad,1
2025-02-26,wednesday,23,clear,false,none,false,false,1,46,salmon_bowl,1
2025-02-27,thursday,10,rain,false,none,false,false,2,88,veggie_pasta,1
2025-02-27,thursday,11,rain,false,none,false,false,4,184,veggie_pasta,1
2025-02-27,thursday,12,rain,false,none,false,false,8,304,caesar_salad,1
2025-02-27,thursday,13,rain,false,none,false,false,7,266,roast_chicken,2
2025-02-27,thursday,14,rain,false,none,false,false,5,290,caesar_salad,1
2025-02-27,thursday,15,rain,false,none,false,false,3,156,caesar_salad,1
2025-02-27,thursday,16,rain,false,none,false,false,3,171,veggie_pasta,1
2025-02-27,thursday,17,rain,false,none,false,false,5,245,veggie_pasta,1
2025-02-27,thursday,18,rain,false,none,false,false,10,410,beef_burger,2
2025-02-27,thursday,19,rain,false,none,false,false,11,528,beef_burger,3
2025-02-27,thursday,20,rain,false,none,false,false,9,522,salmon_bowl,1
2025-02-27,thursday,21,rain,false,none,false,false,5,195,salmon_bowl,1
2025-02-27,thursday,22,rain,false,none,false,false,2,96,veggie_pasta,1
2025-02-27,thursday,23,rain,false,none,false,false,1,47,veggie_pasta,1
2025-02-28,friday,10,clear,true,none,false,false,3,132,veggie_pasta,1
2025-02-28,friday,11,clear,true,none,false,false,6,348,salmon_bowl,1
2025-02-28,friday,12,clear,true,none,false,false,15,810,veggie_pasta,3
2025-02-28,friday,13,clear,true,none,false,false,12,660,veggie_pasta,2
2025-02-28,friday,14,clear,true,none,false,false,7,322,roast_chicken,2
2025-02-28,friday,15,clear,true,none,false,false,5,240,caesar_salad,1
2025-02-28,friday,16,clear,true,none,false,false,5,235,roast_chicken,1
2025-02-28,friday,17,clear,true,none,false,false,11,616,beef_burger,2
2025-02-28,friday,18,clear,true,none,false,false,18,1044,beef_burger,4
2025-02-28,friday,19,clear,true,none,false,false,22,968,roast_chicken,6
2025-02-28,friday,20,clear,true,none,false,false,18,846,beef_burger,4
2025-02-28,friday,21,clear,true,none,false,false,11,484,roast_chicken,3
2025-02-28,friday,22,clear,true,none,false,false,4,208,caesar_salad,1
2025-02-28,friday,23,clear,true,none,false,false,1,40,roast_chicken,1
2025-03-01,saturday,10,rain,true,none,false,false,3,129,beef_burger,1
2025-03-01,saturday,11,rain,true,none,false,false,5,200,salmon_bowl,1
2025-03-01,saturday,12,rain,true,none,false,false,12,612,beef_burger,3
2025-03-01,saturday,13,rain,true,none,false,false,11,484,roast_chicken,3
2025-03-01,saturday,14,rain,true,none,false,false,8,432,caesar_salad,1
2025-03-01,saturday,15,rain,true,none,false,false,4,180,veggie_pasta,1
2025-03-01,saturday,16,rain,true,none,false,false,5,205,beef_burger,1
2025-03-01,saturday,17,rain,true,none,false,false,9,351,roast_chicken,2
2025-03-01,saturday,18,rain,true,none,false,false,14,798,salmon_bowl,2
2025-03-01,saturday,19,rain,true,none,false,false,17,714,salmon_bowl,3
2025-03-01,saturday,20,rain,true,none,false,false,16,704,beef_burger,3
2025-03-01,saturday,21,rain,true,none,false,false,10,380,salmon_bowl,2
2025-03-01,saturday,22,rain,true,none,false,false,4,152,roast_chicken,1
2025-03-01,saturday,23,rain,true,none,false,false,1,58,beef_burger,1
2025-03-02,sunday,10,clear,true,none,false,false,3,117,veggie_pasta,1
2025-03-02,sunday,11,clear,true,none,false,false,6,246,roast_chicken,2
2025-03-02,sunday,12,clear,true,none,false,false,13,689,veggie_pasta,3
2025-03-02,sunday,13,clear,true,none,false,false,11,418,salmon_bowl,2
2025-03-02,sunday,14,clear,true,none,false,false,8,368,veggie_pasta,2
2025-03-02,sunday,15,clear,true,none,false,false,5,205,beef_burger,1
2025-03-02,sunday,16,clear,true,none,false,false,5,205,beef_burger,1
2025-03-02,sunday,17,clear,true,none,false,false,10,540,salmon_bowl,2
2025-03-02,sunday,18,clear,true,none,false,false,15,645,beef_burger,3
2025-03-02,sunday,19,clear,true,none,false,false,19,1007,roast_chicken,5
2025-03-02,sunday,20,clear,true,none,false,false,13,533,veggie_pasta,3
2025-03-02,sunday,21,clear,true,none,false,false,10,400,roast_chicken,3
2025-03-02,sunday,22,clear,true,none,false,false,3,138,salmon_bowl,1
2025-03-02,sunday,23,clear,true,none,false,false,1,46,caesar_salad,1
2025-03-03,monday,10,clear,false,none,false,false,2,96,salmon_bowl,1
2025-03-03,monday,11,clear,false,none,false,false,3,117,caesar_salad,1
2025-03-03,monday,12,clear,false,none,false,false,7,336,veggie_pasta,1
2025-03-03,monday,13,clear,false,none,false,false,8,320,veggie_pasta,2
2025-03-03,monday,14,clear,false,none,false,false,4,200,roast_chicken,1
2025-03-03,monday,15,clear,false,none,false,false,3,159,beef_burger,1
2025-03-03,monday,16,clear,false,none,false,false,3,123,salmon_bowl,1
2025-03-03,monday,17,clear,false,none,false,false,6,258,caesar_salad,1
2025-03-03,monday,18,clear,false,none,false,false,11,616,veggie_pasta,2
2025-03-03,monday,19,clear,false,none,false,false,10,490,beef_burger,2
2025-03-03,monday,20,clear,false,none,false,false,11,462,caesar_salad,2
2025-03-03,monday,21,clear,false,none,false,false,6,312,caesar_salad,1
2025-03-03,monday,22,clear,false,none,false,false,2,108,beef_burger,1
2025-03-03,monday,23,clear,false,none,false,false,1,48,veggie_pasta,1
2025-03-04,tuesday,10,rain,false,none,false,false,2,116,veggie_pasta,1
2025-03-04,tuesday,11,rain,false,none,false,false,3,171,veggie_pasta,1
2025-03-04,tuesday,12,rain,false,none,false,false,7,371,roast_chicken,2
2025-03-04,tuesday,13,rain,false,none,false,false,7,371,roast_chicken,2
2025-03-04,tuesday,14,rain,false,none,false,false,4,216,beef_burger,1
2025-03-04,tuesday,15,rain,false,none,false,false,2,90,beef_burger,1
2025-03-04,tuesday,16,rain,false,none,false,false,3,120,veggie_pasta,1
2025-03-04,tuesday,17,rain,false,none,false,false,5,265,roast_chicken,1
2025-03-04,tuesday,18,rain,false,none,false,false,7,273,beef_burger,2
2025-03-04,tuesday,19,rain,false,none,false,false,8,456,roast_chicken,2
2025-03-04,tuesday,20,rain,false,none,false,false,8,440,caesar_salad,1
2025-03-04,tuesday,21,rain,false,none,false,false,5,245,caesar_salad,1
2025-03-04,tuesday,22,rain,false,none,false,false,2,96,salmon_bowl,1
2025-03-04,tuesday,23,rain,false,none,false,false,1,49,beef_burger,1
2025-03-05,wednesday,10,clear,false,concert,true,false,3,141,salmon_bowl,1
2025-03-05,wednesday,11,clear,false,concert,true,false,6,258,roast_chicken,2
2025-03-05,wednesday,12,clear,false,concert,true,false,15,765,salmon_bowl,2
2025-03-05,wednesday,13,clear,false,concert,true,false,13,650,roast_chicken,3
2025-03-05,wednesday,14,clear,false,concert,true,false,8,384,roast_chicken,2
2025-03-05,wednesday,15,clear,false,concert,true,false,4,224,caesar_salad,1
2025-03-05,wednesday,16,clear,false,concert,true,false,6,336,beef_burger,2
2025-03-05,wednesday,17,clear,false,concert,true,false,9,486,veggie_pasta,2
2025-03-05,wednesday,18,clear,false,concert,true,false,16,896,beef_burger,3
2025-03-05,wednesday,19,clear,false,concert,true,false,19,817,caesar_salad,3
2025-03-05,wednesday,20,clear,false,concert,true,false,14,574,salmon_bowl,2
2025-03-05,wednesday,21,clear,false,concert,true,false,10,540,caesar_salad,2
2025-03-05,wednesday,22,clear,false,concert,true,false,4,180,veggie_pasta,1
2025-03-05,wednesday,23,clear,false,concert,true,false,1,52,caesar_salad,1
2025-03-06,thursday,10,clear,false,none,false,false,3,165,salmon_bowl,1
2025-03-06,thursday,11,clear,false,none,false,false,6,348,caesar_salad,1
2025-03-06,thursday,12,clear,false,none,false,false,11,539,salmon_bowl,2
2025-03-06,thursday,13,clear,false,none,false,false,11,473,salmon_bowl,2
2025-03-06,thursday,14,clear,false,none,false,false,7,287,beef_burger,2
2025-03-06,thursday,15,clear,false,none,false,false,4,204,veggie_pasta,1
2025-03-06,thursday,16,clear,false,none,false,false,5,255,veggie_pasta,1
2025-03-06,thursday,17,clear,false,none,false,false,9,378,roast_chicken,2
2025-03-06,thursday,18,clear,false,none,false,false,13,559,beef_burger,3
2025-03-06,thursday,19,clear,false,none,false,false,19,741,roast_chicken,5
2025-03-06,thursday,20,clear,false,none,false,false,14,546,salmon_bowl,2
2025-03-06,thursday,21,clear,false,none,false,false,9,495,veggie_pasta,2
2025-03-06,thursday,22,clear,false,none,false,false,4,180,veggie_pasta,1
2025-03-06,thursday,23,clear,false,none,false,false,1,39,salmon_bowl,1
2025-03-07,friday,10,clear,true,festival,true,false,6,228,veggie_pasta,1
2025-03-07,friday,11,clear,true,festival,true,false,10,520,caesar_salad,2
2025-03-07,friday,12,clear,true,festival,true,false,28,1624,salmon_bowl,5
2025-03-07,friday,13,clear,true,festival,true,false,24,1056,salmon_bowl,5
2025-03-07,friday,14,clear,true,festival,true,false,16,688,beef_burger,4
2025-03-07,friday,15,clear,true,festival,true,false,7,378,caesar_salad,1
2025-03-07,friday,16,clear,true,festival,true,false,8,368,beef_burger,1
2025-03-07,friday,17,clear,true,festival,true,false,18,864,roast_chicken,5
2025-03-07,friday,18,clear,true,festival,true,false,33,1584,roast_chicken,9
2025-03-07,friday,19,clear,true,festival,true,false,38,1786,veggie_pasta,8
2025-03-07,friday,20,clear,true,festival,true,false,30,1440,beef_burger,7
2025-03-07,friday,21,clear,true,festival,true,false,20,1080,veggie_pasta,3
2025-03-07,friday,22,clear,true,festival,true,false,7,343,beef_burger,1
2025-03-07,friday,23,clear,true,festival,true,false,2,98,beef_burger,1
2025-03-08,saturday,10,cold,true,none,false,false,4,232,salmon_bowl,1
2025-03-08,saturday,11,cold,true,none,false,false,7,406,beef_burger,2
2025-03-08,saturday,12,cold,true,none,false,false,16,768,caesar_salad,2
2025-03-08,saturday,13,cold,true,none,false,false,16,736,roast_chicken,4
2025-03-08,saturday,14,cold,true,none,false,false,8,392,caesar_salad,1
2025-03-08,saturday,15,cold,true,none,false,false,5,235,veggie_pasta,1
2025-03-08,saturday,16,cold,true,none,false,false,5,205,veggie_pasta,1
2025-03-08,saturday,17,cold,true,none,false,false,12,456,veggie_pasta,3
2025-03-08,saturday,18,cold,true,none,false,false,17,748,veggie_pasta,4
2025-03-08,saturday,19,cold,true,none,false,false,22,1210,roast_chicken,6
2025-03-08,saturday,20,cold,true,none,false,false,20,1020,salmon_bowl,4
2025-03-08,saturday,21,cold,true,none,false,false,12,504,salmon_bowl,2
2025-03-08,saturday,22,cold,true,none,false,false,5,200,roast_chicken,1
2025-03-08,saturday,23,cold,true,none,false,false,2,112,veggie_pasta,1
2025-03-09,sunday,10,hot,true,none,false,false,3,150,beef_burger,1
2025-03-09,sunday,11,hot,true,none,false,false,5,285,veggie_pasta,1
2025-03-09,sunday,12,hot,true,none,false,false,12,480,roast_chicken,3
2025-03-09,sunday,13,hot,true,none,false,false,11,517,beef_burger,3
2025-03-09,sunday,14,hot,true,none,false,false,6,300,caesar_salad,1
2025-03-09,sunday,15,hot,true,none,false,false,4,220,beef_burger,1
2025-03-09,sunday,16,hot,true,none,false,false,5,275,salmon_bowl,1
2025-03-09,sunday,17,hot,true,none,false,false,9,522,beef_burger,2
2025-03-09,sunday,18,hot,true,none,false,false,16,880,veggie_pasta,3
2025-03-09,sunday,19,hot,true,none,false,false,14,700,veggie_pasta,3
2025-03-09,sunday,20,hot,true,none,false,false,16,784,beef_burger,3
2025-03-09,sunday,21,hot,true,none,false,false,9,378,caesar_salad,1
2025-03-09,sunday,22,hot,true,none,false,false,3,132,salmon_bowl,1
2025-03-09,sunday,23,hot,true,none,false,false,1,39,veggie_pasta,1
2025-03-10,monday,10,cold,false,festival,true,false,3,120,beef_burger,1
2025-03-10,monday,11,cold,false,festival,true,false,5,240,veggie_pasta,1
2025-03-10,monday,12,cold,false,festival,true,false,12,564,roast_chicken,3
2025-03-10,monday,13,cold,false,festival,true,false,12,624,beef_burger,2
2025-03-10,monday,14,cold,false,festival,true,false,7,294,salmon_bowl,1
2025-03-10,monday,15,cold,false,festival,true,false,4,204,beef_burger,1
2025-03-10,monday,16,cold,false,festival,true,false,4,232,salmon_bowl,1
2025-03-10,monday,17,cold,false,festival,true,false,9,432,roast_chicken,3
2025-03-10,monday,18,cold,false,festival,true,false,14,658,beef_burger,3
2025-03-10,monday,19,cold,false,festival,true,false,15,600,veggie_pasta,3
2025-03-10,monday,20,cold,false,festival,true,false,15,825,roast_chicken,3
2025-03-10,monday,21,cold,false,festival,true,false,9,360,veggie_pasta,2
2025-03-10,monday,22,cold,false,festival,true,false,4,224,veggie_pasta,1
2025-03-10,monday,23,cold,false,festival,true,false,1,39,roast_chicken,1
2025-03-11,tuesday,10,rain,false,festival,true,false,3,135,beef_burger,1
2025-03-11,tuesday,11,rain,false,festival,true,false,5,210,caesar_salad,1
2025-03-11,tuesday,12,rain,false,festival,true,false,10,540,beef_burger,2
2025-03-11,tuesday,13,rain,false,festival,true,false,9,513,caesar_salad,1
2025-03-11,tuesday,14,rain,false,festival,true,false,6,258,roast_chicken,1
2025-03-11,tuesday,15,rain,false,festival,true,false,4,168,veggie_pasta,1
2025-03-11,tuesday,16,rain,false,festival,true,false,4,180,beef_burger,1
2025-03-11,tuesday,17,rain,false,festival,true,false,7,315,beef_burger,1
2025-03-11,tuesday,18,rain,false,festival,true,false,11,539,caesar_salad,2
2025-03-11,tuesday,19,rain,false,festival,true,false,17,663,caesar_salad,3
2025-03-11,tuesday,20,rain,false,festival,true,false,12,648,salmon_bowl,2
2025-03-11,tuesday,21,rain,false,festival,true,false,7,392,salmon_bowl,1
2025-03-11,tuesday,22,rain,false,festival,true,false,3,147,veggie_pasta,1
2025-03-11,tuesday,23,rain,false,festival,true,false,1,46,roast_chicken,1
2025-03-12,wednesday,10,hot,false,none,false,false,2,106,veggie_pasta,1
2025-03-12,wednesday,11,hot,false,none,false,false,3,156,caesar_salad,1
2025-03-12,wednesday,12,hot,false,none,false,false,8,352,veggie_pasta,1
2025-03-12,wednesday,13,hot,false,none,false,false,8,328,veggie_pasta,2
2025-03-12,wednesday,14,hot,false,none,false,false,5,205,beef_burger,1
2025-03-12,wednesday,15,hot,false,none,false,false,3,129,roast_chicken,1
2025-03-12,wednesday,16,hot,false,none,false,false,3,126,roast_chicken,1
2025-03-12,wednesday,17,hot,false,none,false,false,6,234,veggie_pasta,1
2025-03-12,wednesday,18,hot,false,none,false,false,10,430,roast_chicken,3
2025-03-12,wednesday,19,hot,false,none,false,false,13,754,caesar_salad,2
2025-03-12,wednesday,20,hot,false,none,false,false,12,564,veggie_pasta,3
2025-03-12,wednesday,21,hot,false,none,false,false,6,318,veggie_pasta,1
2025-03-12,wednesday,22,hot,false,none,false,false,2,114,salmon_bowl,1
2025-03-12,wednesday,23,hot,false,none,false,false,1,57,salmon_bowl,1
2025-03-13,thursday,10,clear,false,concert,true,false,4,180,veggie_pasta,1
2025-03-13,thursday,11,clear,false,concert,true,false,6,324,roast_chicken,2
2025-03-13,thursday,12,clear,false,concert,true,false,16,672,beef_burger,4
2025-03-13,thursday,13,clear,false,concert,true,false,14,798,caesar_salad,2
2025-03-13,thursday,14,clear,false,concert,true,false,10,410,veggie_pasta,2
2025-03-13,thursday,15,clear,false,concert,true,false,5,275,caesar_salad,1
2025-03-13,thursday,16,clear,false,concert,true,false,7,406,salmon_bowl,1
2025-03-13,thursday,17,clear,false,concert,true,false,11,594,caesar_salad,2
2025-03-13,thursday,18,clear,false,concert,true,false,21,1050,veggie_pasta,4
2025-03-13,thursday,19,clear,false,concert,true,false,24,1344,caesar_salad,3
2025-03-13,thursday,20,clear,false,concert,true,false,17,765,beef_burger,4
2025-03-13,thursday,21,clear,false,concert,true,false,10,550,veggie_pasta,2
2025-03-13,thursday,22,clear,false,concert,true,false,4,152,salmon_bowl,1
2025-03-13,thursday,23,clear,false,concert,true,false,1,58,roast_chicken,1
2025-03-14,friday,10,hot,true,none,false,false,3,138,veggie_pasta,1
2025-03-14,friday,11,hot,true,none,false,false,6,276,beef_burger,2
2025-03-14,friday,12,hot,true,none,false,false,13,715,roast_chicken,4
2025-03-14,friday,13,hot,true,none,false,false,13,715,beef_burger,3
2025-03-14,friday,14,hot,true,none,false,false,9,450,veggie_pasta,2
2025-03-14,friday,15,hot,true,none,false,false,5,225,veggie_pasta,1
2025-03-14,friday,16,hot,true,none,false,false,5,220,roast_chicken,1
2025-03-14,friday,17,hot,true,none,false,false,10,570,salmon_bowl,2
2025-03-14,friday,18,hot,true,none,false,false,17,986,roast_chicken,4
2025-03-14,friday,19,hot,true,none,false,false,17,969,roast_chicken,4
2025-03-14,friday,20,hot,true,none,false,false,14,560,roast_chicken,4
2025-03-14,friday,21,hot,true,none,false,false,10,500,caesar_salad,2
2025-03-14,friday,22,hot,true,none,false,false,4,228,salmon_bowl,1
2025-03-14,friday,23,hot,true,none,false,false,1,53,roast_chicken,1
2025-03-15,saturday,10,clear,true,none,false,false,4,228,roast_chicken,1
2025-03-15,saturday,11,clear,true,none,false,false,8,312,veggie_pasta,2
2025-03-15,saturday,12,clear,true,none,false,false,19,760,caesar_salad,3
2025-03-15,saturday,13,clear,true,none,false,false,19,950,beef_burger,4
2025-03-15,saturday,14,clear,true,none,false,false,10,400,roast_chicken,3
2025-03-15,saturday,15,clear,true,none,false,false,6,330,salmon_bowl,1
2025-03-15,saturday,16,clear,true,none,false,false,7,322,caesar_salad,1
2025-03-15,saturday,17,clear,true,none,false,false,15,750,beef_burger,3
2025-03-15,saturday,18,clear,true,none,false,false,21,861,beef_burger,5
2025-03-15,saturday,19,clear,true,none,false,false,26,1066,beef_burger,6
2025-03-15,saturday,20,clear,true,none,false,false,25,1400,caesar_salad,3
2025-03-15,saturday,21,clear,true,none,false,false,13,689,beef_burger,3
2025-03-15,saturday,22,clear,true,none,false,false,6,312,caesar_salad,1
2025-03-15,saturday,23,clear,true,none,false,false,2,106,caesar_salad,1
2025-03-16,sunday,10,clear,true,none,false,false,3,144,roast_chicken,1
2025-03-16,sunday,11,clear,true,none,false,false,6,276,veggie_pasta,1
2025-03-16,sunday,12,clear,true,none,false,false,12,576,veggie_pasta,2
2025-03-16,sunday,13,clear,true,none,false,false,15,735,beef_burger,3
2025-03-16,sunday,14,clear,true,none,false,false,8,352,roast_chicken,2
2025-03-16,sunday,15,clear,true,none,false,false,4,184,salmon_bowl,1
2025-03-16,sunday,16,clear,true,none,false,false,5,285,roast_chicken,1
2025-03-16,sunday,17,clear,true,none,false,false,11,440,roast_chicken,3
2025-03-16,sunday,18,clear,true,none,false,false,17,935,veggie_pasta,4
2025-03-16,sunday,19,clear,true,none,false,false,22,1056,beef_burger,5
2025-03-16,sunday,20,clear,true,none,false,false,19,874,caesar_salad,3
2025-03-16,sunday,21,clear,true,none,false,false,11,506,caesar_salad,2
2025-03-16,sunday,22,clear,true,none,false,false,4,216,roast_chicken,1
2025-03-16,sunday,23,clear,true,none,false,false,1,54,veggie_pasta,1
2025-03-17,monday,10,hot,false,concert,true,false,2,96,veggie_pasta,1
2025-03-17,monday,11,hot,false,concert,true,false,4,224,roast_chicken,1
2025-03-17,monday,12,hot,false,concert,true,false,10,430,caesar_salad,2
2025-03-17,monday,13,hot,false,concert,true,false,9,513,beef_burger,2
2025-03-17,monday,14,hot,false,concert,true,false,6,306,beef_burger,1
2025-03-17,monday,15,hot,false,concert,true,false,3,138,caesar_salad,1
2025-03-17,monday,16,hot,false,concert,true,false,4,180,caesar_salad,1
2025-03-17,monday,17,hot,false,concert,true,false,8,440,salmon_bowl,1
2025-03-17,monday,18,hot,false,concert,true,false,12,504,roast_chicken,3
2025-03-17,monday,19,hot,false,concert,true,false,13,546,beef_burger,3
2025-03-17,monday,20,hot,false,concert,true,false,14,672,veggie_pasta,3
2025-03-17,monday,21,hot,false,concert,true,false,7,392,veggie_pasta,1
2025-03-17,monday,22,hot,false,concert,true,false,3,132,roast_chicken,1
2025-03-17,monday,23,hot,false,concert,true,false,1,52,veggie_pasta,1
2025-03-18,tuesday,10,clear,false,none,false,false,3,153,beef_burger,1
2025-03-18,tuesday,11,clear,false,none,false,false,5,220,caesar_salad,1
2025-03-18,tuesday,12,clear,false,none,false,false,10,470,veggie_pasta,2
2025-03-18,tuesday,13,clear,false,none,false,false,10,520,veggie_pasta,2
2025-03-18,tuesday,14,clear,false,none,false,false,5,290,beef_burger,1
2025-03-18,tuesday,15,clear,false,none,false,false,4,192,veggie_pasta,1
2025-03-18,tuesday,16,clear,false,none,false,false,4,160,beef_burger,1
2025-03-18,tuesday,17,clear,false,none,false,false,7,406,beef_burger,1
2025-03-18,tuesday,18,clear,false,none,false,false,11,506,veggie_pasta,3
2025-03-18,tuesday,19,clear,false,none,false,false,15,840,caesar_salad,2
2025-03-18,tuesday,20,clear,false,none,false,false,11,418,roast_chicken,2
2025-03-18,tuesday,21,clear,false,none,false,false,6,240,roast_chicken,1
2025-03-18,tuesday,22,clear,false,none,false,false,3,159,roast_chicken,1
2025-03-18,tuesday,23,clear,false,none,false,false,1,40,beef_burger,1
2025-03-19,wednesday,10,rain,false,none,false,false,2,94,roast_chicken,1
2025-03-19,wednesday,11,rain,false,none,false,false,3,129,veggie_pasta,1
2025-03-19,wednesday,12,rain,false,none,false,false,8,384,caesar_salad,1
2025-03-19,wednesday,13,rain,false,none,false,false,8,368,caesar_salad,1
2025-03-19,wednesday,14,rain,false,none,false,false,4,220,caesar_salad,1
2025-03-19,wednesday,15,rain,false,none,false,false,3,174,veggie_pasta,1
2025-03-19,wednesday,16,rain,false,none,false,false,3,165,veggie_pasta,1
2025-03-19,wednesday,17,rain,false,none,false,false,5,200,veggie_pasta,1
2025-03-19,wednesday,18,rain,false,none,false,false,9,423,roast_chicken,2
2025-03-19,wednesday,19,rain,false,none,false,false,11,462,salmon_bowl,2
2025-03-19,wednesday,20,rain,false,none,false,false,9,477,roast_chicken,3
2025-03-19,wednesday,21,rain,false,none,false,false,6,306,roast_chicken,2
2025-03-19,wednesday,22,rain,false,none,false,false,2,110,salmon_bowl,1
2025-03-19,wednesday,23,rain,false,none,false,false,1,50,veggie_pasta,1
2025-03-20,thursday,10,rain,false,none,false,false,2,116,roast_chicken,1
2025-03-20,thursday,11,rain,false,none,false,false,4,184,caesar_salad,1
2025-03-20,thursday,12,rain,false,none,false,false,9,459,salmon_bowl,1
